"Id","SalePrice"
1596,227492.047216858
1597,215351.240602266
1598,257236.466872557
1599,191951.392991097
1600,184937.062703579
1601,49902.129937276
1602,121031.014021212
1603,68113.1253984632
1604,265030.059293174
1605,256746.330897063
1606,174888.56095788
1607,205801.784136935
1608,204720.465436719
1609,190002.490976897
1610,146784.83456623
1611,143393.942252386
1612,172667.446593884
1613,150433.819386765
1614,113471.287960163
1615,65859.2725199656
1616,60067.4084231453
1617,86447.4213067257
1618,113026.599044298
1619,145693.894293508
1620,192813.553427897
1621,142816.328766805
1622,133509.898500171
1623,263757.430195602
1624,219144.309983694
1625,122067.242854587
1626,171922.959490755
1627,183562.951599603
1628,277094.291495107
1629,203938.790049283
1630,343915.561779366
1631,231169.559083199
1632,276225.246504306
1633,174598.417926428
1634,182944.111866602
1635,198762.726316995
1636,157914.2207712
1637,166050.525106072
1638,202635.010033662
1639,190658.491593329
1640,274984.144719456
1641,205186.85410791
1642,274836.807965625
1643,249388.397568282
1644,262290.369270878
1645,170959.834543247
1646,156232.941186052
1647,170545.133152951
1648,128057.143723658
1649,119870.034871801
1650,107391.222396766
1651,104973.325225208
1652,108651.766831141
1653,116154.095736501
1654,152225.36830806
1655,165343.815089556
1656,151510.913196603
1657,153462.764650533
1658,148631.560710604
1659,129017.321426346
1660,152388.292415818
1661,370830.538403006
1662,368436.602445763
1663,349440.583494672
1664,402595.758345424
1665,314288.538368774
1666,309715.49785525
1667,361389.83784565
1668,328519.421734085
1669,317562.167807714
1670,336961.499604501
1671,275238.48466858
1672,383916.273600456
1673,298782.68966757
1674,263577.322147273
1675,219019.071385977
1676,215974.464773129
1677,245685.997429807
1678,411961.367757689
1679,358608.671999621
1680,330246.077084077
1681,280465.344653627
1682,300299.220017784
1683,214060.073859847
1684,169552.1938646
1685,176403.703640666
1686,181334.680534594
1687,185952.623461907
1688,198280.152340747
1689,189733.077152085
1690,207888.332841076
1691,195227.883605093
1692,259713.683739675
1693,187977.921947273
1694,177792.207823326
1695,172351.996139311
1696,255799.87981776
1697,163365.156096244
1698,328941.861086569
1699,326690.559224334
1700,269412.64367608
1701,295293.13462274
1702,258542.024994824
1703,255384.535076515
1704,288982.610361724
1705,245331.897661747
1706,382514.870446867
1707,231152.989024955
1708,222222.979710786
1709,283289.366523536
1710,246950.876180521
1711,276091.386896346
1712,274753.155010374
1713,309603.826537835
1714,258476.537596899
1715,231697.486127504
1716,180019.340459529
1717,174343.439028124
1718,134439.905597335
1719,198496.723964108
1720,248058.638736154
1721,173228.029325902
1722,110356.915375635
1723,162033.109532695
1724,215598.762235366
1725,241390.052099754
1726,186543.415911832
1727,176065.915710351
1728,189226.981625936
1729,160849.549559425
1730,167408.530077399
1731,133781.134654015
1732,111452.044491416
1733,117856.552132723
1734,117873.945972155
1735,122522.638350314
1736,96897.8471205152
1737,266505.383226398
1738,261145.534656636
1739,290764.86587153
1740,231431.488284511
1741,221365.405052852
1742,207232.77149762
1743,222890.905451376
1744,281732.945799804
1745,213345.679649971
1746,223437.640696293
1747,224833.740956162
1748,215928.825419048
1749,135278.376650103
1750,135331.185818596
1751,250217.507414067
1752,106553.386812616
1753,148908.976109366
1754,208835.498795071
1755,177653.891528289
1756,106436.771179021
1757,98096.3686362109
1758,153684.802022537
1759,166368.58626912
1760,167127.224529065
1761,147862.242421592
1762,175871.042377401
1763,188981.621570724
1764,102399.829798388
1765,176687.726919006
1766,177165.423825207
1767,212693.864393167
1768,122793.65204523
1769,177524.455906694
1770,150627.197092521
1771,121795.391636938
1772,145174.944808726
1773,113891.264865303
1774,166240.978220999
1775,125321.84280654
1776,130143.638202985
1777,133937.479127581
1778,139881.051914288
1779,108696.657412494
1780,177753.627402
1781,116367.243810648
1782,49099.9397698479
1783,135781.024025846
1784,66303.4821138188
1785,141231.776549613
1786,179181.970447564
1787,160622.001974942
1788,8890.18358806983
1789,110952.933974186
1790,39090.9616576446
1791,201080.041893993
1792,144955.894731487
1793,135489.48356812
1794,160632.161875021
1795,130101.43625983
1796,119336.634841754
1797,128132.239720362
1798,96341.6955009312
1799,99744.1960445461
1800,131478.124241322
1801,94734.7023504836
1802,152585.09229224
1803,158422.268091455
1804,147597.819351202
1805,132774.16714477
1806,130687.237502502
1807,177813.046977542
1808,130889.616948352
1809,93494.2663945086
1810,146539.737452076
1811,112661.915495147
1812,95972.676057352
1813,122372.046539107
1814,80218.6818733524
1815,26984.8971833806
1816,80479.3187676148
1817,121646.319922321
1818,175288.029502981
1819,142671.940448419
1820,52308.8757098892
1821,135624.789012142
1822,162745.79529262
1823,32381.9412688341
1824,154281.907547725
1825,109347.010748276
1826,105482.699985435
1827,92275.2281534732
1828,129833.05181386
1829,152971.342233472
1830,154287.336766866
1831,153222.631887869
1832,107185.719075896
1833,171702.475077038
1834,123616.168021123
1835,133600.596031232
1836,139605.474713252
1837,71107.7796989689
1838,128366.936901813
1839,87259.9755842572
1840,142425.04776502
1841,143218.755015478
1842,97327.8396183707
1843,117224.917346977
1844,160641.564708753
1845,140683.302872875
1846,151058.981228164
1847,176158.676403481
1848,35948.1088749068
1849,109596.804085559
1850,106975.458797677
1851,168630.685269802
1852,103241.592129007
1853,138253.190007993
1854,180431.502625256
1855,183056.642256708
1856,223304.477622362
1857,128950.424073212
1858,157789.734503967
1859,148154.640261067
1860,153527.00091512
1861,146666.984368656
1862,283430.843379119
1863,268507.861690761
1864,268531.896376024
1865,297038.613668367
1866,300036.885212455
1867,224104.42227516
1868,265890.118010268
1869,199943.232963747
1870,227074.077060067
1871,236823.654373852
1872,173966.704432882
1873,226627.528573598
1874,126482.198073004
1875,190426.019352163
1876,184251.263082013
1877,226877.860417448
1878,198978.550970466
1879,122736.251152496
1880,126918.135427311
1881,238570.941156002
1882,240819.764795246
1883,192736.316663418
1884,207985.719365776
1885,235658.914821998
1886,269086.556233895
1887,218612.114055581
1888,256584.362994494
1889,161404.595827078
1890,94303.7145772077
1891,171389.712647189
1892,86613.2796129965
1893,128580.212264409
1894,131661.084252088
1895,130037.715737963
1896,132724.348434246
1897,128415.895136585
1898,101364.430128034
1899,177787.369684143
1900,153471.913787585
1901,173335.894456554
1902,165802.645900612
1903,254280.747704799
1904,139287.518380514
1905,209799.656439982
1906,189449.340728075
1907,230293.994232893
1908,111757.918643627
1909,163096.33891521
1910,120868.430708722
1911,237664.18016868
1912,321081.53151453
1913,171511.24537124
1914,53531.4646478052
1915,306231.634111877
1916,26054.7709255949
1917,264190.125609413
1918,133268.522747068
1919,173205.547340059
1920,160403.524148333
1921,325380.048953661
1922,298418.229915203
1923,237237.782290249
1924,209036.624263689
1925,211265.716218754
1926,322415.006152947
1927,129185.708905105
1928,163886.732336068
1929,111570.628459141
1930,160306.834540682
1931,142987.103163039
1932,138563.761803998
1933,162011.465959052
1934,187832.78417472
1935,174068.879070816
1936,184997.389901238
1937,173842.710928424
1938,181660.889961448
1939,243806.056435334
1940,221985.147752123
1941,164191.282623188
1942,197982.696145686
1943,229386.39863955
1944,322806.305122387
1945,346346.281552796
1946,142170.661036176
1947,301053.305533961
1948,182900.666939948
1949,250702.252046993
1950,183538.082382864
1951,254119.501723143
1952,232493.558879444
1953,178130.302037125
1954,189568.947154118
1955,129556.197468661
1956,280392.834286341
1957,158945.850176142
1958,283766.620815145
1959,147116.242771647
1960,88612.1011553667
1961,123004.937048142
1962,119266.729788724
1963,121290.977197182
1964,111817.682357313
1965,156376.814601521
1966,150647.427048904
1967,280032.138012205
1968,372822.877797397
1969,348499.829976609
1970,382335.982110473
1971,399870.733315662
1972,355594.151990104
1973,271098.441588493
1974,331075.99317533
1975,399574.317992859
1976,287541.109840239
1977,338686.653247332
1978,320507.489101923
1979,328642.425482269
1980,220031.17562361
1981,340184.911172138
1982,255925.552929088
1983,240531.437169769
1984,217707.952720949
1985,227658.033508464
1986,236606.765423487
1987,183197.793158948
1988,168245.02025027
1989,206108.000358623
1990,209842.834908897
1991,243879.727384186
1992,212392.347126295
1993,167922.485551161
1994,233051.498442276
1995,175177.533647669
1996,265085.636821594
1997,331949.019059007
1998,307446.8329892
1999,274031.102390258
2000,298918.324626064
2001,293836.984874809
2002,255508.282531395
2003,269540.556980871
2004,288924.119594934
2005,248900.50422586
2006,243982.017105331
2007,267637.894576774
2008,236479.933080885
2009,197762.980317923
2010,203468.986218035
2011,140076.137390155
2012,175782.025651195
2013,180913.106300717
2014,201516.223047128
2015,219261.674007892
2016,189660.938163949
2017,201296.043880543
2018,105822.65938432
2019,118003.493458191
2020,103999.183815301
2021,99743.9784681573
2022,179188.725124635
2023,156002.400576271
2024,292641.62566412
2025,335453.065762219
2026,215008.39410706
2027,192109.207677215
2028,201949.865514222
2029,197346.492127271
2030,309849.460697826
2031,265235.293869439
2032,290204.63111734
2033,309623.303659956
2034,229306.896798093
2035,234739.860961855
2036,244501.492233749
2037,259660.604404958
2038,365954.980244318
2039,222606.958393084
2040,324049.364847044
2041,281408.888299274
2042,220588.419211416
2043,175657.476184789
2044,181089.582256771
2045,217800.789660652
2046,140244.399154751
2047,138542.831725187
2048,133238.017028051
2049,161132.87959567
2050,193808.457284429
2051,94311.8666016189
2052,116438.689909526
2053,144744.191585854
2054,59647.6839344892
2055,167785.832179772
2056,152968.601478911
2057,96014.4756181477
2058,211855.114390297
2059,121263.999088017
2060,169004.806750076
2061,169181.450023072
2062,130097.829579034
2063,107703.184742908
2064,130252.001642808
2065,129946.011829035
2066,179490.941091795
2067,137764.461275263
2068,166267.849213269
2069,80279.0247457634
2070,96642.3729154749
2071,58293.4899921366
2072,158596.482375786
2073,123097.549559377
2074,181756.014177908
2075,149265.35323972
2076,108619.118374785
2077,143568.909064168
2078,117352.677249249
2079,136755.638803639
2080,92762.1166737959
2081,136952.138531127
2082,121786.787968928
2083,153794.05462659
2084,81437.0432255091
2085,91079.6484360157
2086,136651.526543101
2087,116243.898634866
2088,91095.0252189577
2089,71688.3909372771
2090,130757.264093154
2091,91714.445937024
2092,109820.859406122
2093,159000.163424321
2094,120769.009512235
2095,162807.013544302
2096,81375.2613920412
2097,79917.0225534886
2098,158157.877811295
2099,15965.1441539767
2100,83864.3269621213
2101,124316.24173817
2102,125598.097712587
2103,81916.8189016405
2104,182054.259617856
2105,107959.937883897
2106,44932.7076322741
2107,202631.891453106
2108,127520.200230692
2109,97130.2698922779
2110,121038.597789653
2111,169216.503716767
2112,142231.509182204
2113,124559.069827599
2114,93366.2191809592
2115,168717.26324783
2116,101103.564852051
2117,140458.404792005
2118,133073.689481236
2119,106661.00366852
2120,79952.9180622626
2121,59503.6276943195
2122,79992.312673173
2123,73575.5707793934
2124,185488.829049416
2125,142107.603423241
2126,168651.729390807
2127,158419.357411772
2128,121249.104561361
2129,98638.086408039
2130,142041.20684823
2131,170963.440892767
2132,121184.148070307
2133,122946.276699484
2134,117486.424348735
2135,76804.0695806616
2136,63588.2672441803
2137,92493.0348066687
2138,141884.956220951
2139,152130.012459413
2140,140834.68839894
2141,160439.543435326
2142,114280.860857447
2143,153537.911937536
2144,132260.656293593
2145,119557.438315922
2146,146532.494829989
2147,170510.739313506
2148,146926.115327215
2149,156953.399461109
2150,198504.921850424
2151,122677.421703446
2152,173352.921629912
2153,157656.525205306
2154,106560.288895545
2155,139457.331383381
2156,263432.303904451
2157,223704.507240656
2158,245691.074647566
2159,216186.056296203
2160,175417.166682556
2161,234241.219272563
2162,343689.315777412
2163,290676.982606449
2164,243291.286183452
2165,195813.121512203
2166,137922.351361932
2167,227246.713098262
2168,194931.581058535
2169,204959.300469736
2170,228794.61261111
2171,155667.505524622
2172,130383.058633284
2173,168545.512304731
2174,228096.727355505
2175,292376.529922891
2176,282893.310528022
2177,230581.04928694
2178,219989.897094583
2179,161282.878647016
2180,236387.980508599
2181,195212.011135625
2182,217700.187050724
2183,190455.271917719
2184,119096.87875361
2185,144562.260337346
2186,156769.670544487
2187,153731.178523318
2188,156249.92392534
2189,373165.437215765
2190,74289.8982352083
2191,74831.5794440438
2192,77158.1255489825
2193,122856.383263261
2194,76073.0637802469
2195,96911.6714928875
2196,92604.2736202872
2197,104705.838812416
2198,149929.94858067
2199,187954.36385105
2200,162144.357058504
2201,160156.251340995
2202,213101.525214954
2203,180023.691775679
2204,195095.332200071
2205,137128.012793827
2206,141597.922156881
2207,230816.674616221
2208,261073.009713986
2209,227313.97407982
2210,130368.655012392
2211,113034.037307933
2212,109491.224421751
2213,88144.1048475131
2214,117944.965913359
2215,89203.1612715402
2216,149034.834776714
2217,43402.704776532
2218,66420.8892572589
2219,54274.6041256101
2220,69343.4466430788
2221,306231.634111877
2222,290430.331815874
2223,276437.461617062
2224,224584.131010582
2225,152542.369554952
2226,171129.839230046
2227,205323.694832856
2228,256622.332673364
2229,236641.188182864
2230,145995.79242005
2231,203719.751614055
2232,169110.884136192
2233,188836.791809213
2234,228073.045556562
2235,225125.198963598
2236,244401.974073585
2237,287095.462997747
2238,228319.840267162
2239,100999.892429275
2240,163052.879174253
2241,145778.007707931
2242,136449.164588055
2243,126624.251257853
2244,101343.389139899
2245,90366.9915838084
2246,151198.600586094
2247,112543.674426306
2248,105116.526524626
2249,131356.212492385
2250,130795.359492934
2251,146508.581324426
2252,180263.065238447
2253,147422.463142278
2254,180985.620917213
2255,203664.509718734
2256,194409.276225515
2257,200648.90299082
2258,187659.48601857
2259,173442.506384317
2260,149119.609930156
2261,205890.891704991
2262,242438.021543137
2263,344684.048369687
2264,365672.00172678
2265,190576.963507714
2266,303621.86827889
2267,314579.965388797
2268,365018.868963677
2269,160970.10451343
2270,196028.536147425
2271,234087.914452552
2272,215762.155513311
2273,175185.778056064
2274,180745.38781778
2275,139862.761576166
2276,190852.098237117
2277,179693.439229586
2278,147772.880301482
2279,160055.498104248
2280,95302.3693146908
2281,168115.063300251
2282,200545.469240202
2283,118264.864610817
2284,150837.701900148
2285,144032.67728135
2286,113896.369633838
2287,345048.148317275
2288,279534.766340614
2289,319251.394463793
2290,378457.640765637
2291,332998.489103443
2292,379162.344145426
2293,388228.240983027
2294,369121.265318207
2295,390640.774860192
2296,288649.317032356
2297,318642.275697739
2298,320253.690428386
2299,354326.154517199
2300,309863.092601991
2301,309320.326438873
2302,276729.120687772
2303,259883.5441841
2304,275648.080947832
2305,222296.544198246
2306,225466.394012168
2307,226612.10898268
2308,244807.941378354
2309,302882.664362315
2310,230382.4880409
2311,231144.672727627
2312,162632.327824349
2313,167482.296221412
2314,178632.823768838
2315,167398.058661945
2316,199967.728501344
2317,191778.678871813
2318,166883.286552732
2319,178826.038691022
2320,181464.104092086
2321,251405.652229081
2322,175584.137208326
2323,211952.906828677
2324,189617.519114801
2325,202992.621435515
2326,183458.627433264
2327,202667.936932825
2328,227432.481964657
2329,180984.204438533
2330,173841.335357312
2331,333859.510665967
2332,355363.996606839
2333,329972.055120845
2334,271136.701740031
2335,280738.600834121
2336,327226.620518572
2337,208649.179606685
2338,268231.161964265
2339,247613.179683187
2340,364749.83436054
2341,218702.548960999
2342,257765.375327428
2343,249959.901834802
2344,251921.38606135
2345,265623.194468262
2346,232765.161383218
2347,226321.589710819
2348,252923.667630907
2349,187665.257229169
2350,308141.862475739
2351,276222.979813652
2352,269492.922812133
2353,244091.238509158
2354,127066.222373103
2355,148716.726297619
2356,158582.216852382
2357,195974.081478226
2358,211262.456822456
2359,121453.787173263
2360,104983.533969364
2361,130283.058715485
2362,260618.685851634
2363,125674.49421534
2364,169210.774914448
2365,245589.371404042
2366,217245.215680722
2367,253908.927211502
2368,239604.968495752
2369,254723.829602519
2370,195691.455806361
2371,206702.315215558
2372,223600.266340517
2373,294135.815435323
2374,288809.311137001
2375,245161.504166241
2376,272717.308722518
2377,304749.585627608
2378,126117.163444178
2379,207180.712114118
2380,149207.994585173
2381,162873.464928548
2382,212708.946271514
2383,200856.696105156
2384,230723.444562988
2385,150552.068733779
2386,137997.082784639
2387,140115.363809864
2388,128787.745374317
2389,123686.864226675
2390,143944.342262983
2391,123497.534893366
2392,89002.0441557828
2393,166339.096761783
2394,139222.509625815
2395,193533.589294188
2396,157189.132574397
2397,224056.883498051
2398,119973.939295192
2399,57535.7261872154
2400,47787.696114973
2401,93148.7265376012
2402,113614.080233263
2403,161039.252979298
2404,154055.103704241
2405,151812.512033785
2406,150900.39914864
2407,142071.316649327
2408,132982.984899481
2409,106233.081583005
2410,182742.158809938
2411,105076.021341291
2412,151072.915335594
2413,116251.059382928
2414,167953.343540441
2415,144447.350401849
2416,131973.146707658
2417,135655.610074869
2418,133488.286937867
2419,133611.705424538
2420,110799.941026118
2421,127243.841354858
2422,93929.6140359968
2423,75044.4883230666
2424,163090.516801831
2425,228130.831550946
2426,110139.921571749
2427,107722.002051824
2428,190692.823797569
2429,93805.288373691
2430,134935.629099744
2431,102825.442045241
2432,138737.452998425
2433,118429.798517715
2434,126217.30762459
2435,142473.996903531
2436,76667.6380127741
2437,89270.2348810577
2438,110669.472733401
2439,90531.0641185461
2440,138709.939858477
2441,122392.316847899
2442,80921.7256039764
2443,114953.845340905
2444,114695.860338833
2445,96433.3454643639
2446,113454.276739335
2447,198286.28538441
2448,153268.110773167
2449,108695.455510191
2450,153680.633809742
2451,121045.896491187
2452,199186.745045867
2453,79334.909168593
2454,98064.4017752932
2455,94648.6670216348
2456,124541.894615196
2457,113923.513757654
2458,124892.143937288
2459,89090.7270008381
2460,145823.973464356
2461,111017.371354245
2462,113692.767036336
2463,140454.532241709
2464,166792.666554495
2465,145392.445278161
2466,108597.902486209
2467,162087.541858957
2468,92211.7377660565
2469,94844.5645969021
2470,208089.759583803
2471,208080.248855734
2472,185322.787196975
2473,123524.269567373
2474,69129.3586252901
2475,199900.435886388
2476,119593.451129963
2477,124614.705162718
2478,147623.905418283
2479,105337.228351578
2480,145912.525457583
2481,132103.867718728
2482,123607.414628369
2483,103506.045355887
2484,128804.399463194
2485,115469.371649216
2486,140010.318081805
2487,178772.295474195
2488,157717.221546805
2489,184154.728988163
2490,131417.323255409
2491,85764.4867108173
2492,197083.667126491
2493,177838.67590444
2494,158820.776729213
2495,80420.7352912458
2496,230241.340216152
2497,164511.353035752
2498,95484.7927409213
2499,88422.1334589178
2500,126615.665169495
2501,128222.226211135
2502,154090.167988318
2503,94443.4835747622
2504,164996.754852383
2505,230259.067892892
2506,236040.496572554
2507,277510.605298042
2508,237551.882179587
2509,225552.015442654
2510,213306.821061435
2511,189982.071519423
2512,206730.473719174
2513,227823.147340739
2514,252732.01409386
2515,142431.453346716
2516,186122.460378423
2517,116821.544940754
2518,133634.628913679
2519,214113.915402794
2520,213003.584998754
2521,192042.973539963
2522,227201.166849377
2523,126739.206140563
2524,128112.241956866
2525,134293.009500933
2526,131377.73293449
2527,117287.526415193
2528,127838.279395035
2529,169405.265686263
2530,134977.561410634
2531,236013.385869942
2532,222470.935103689
2533,192990.729619598
2534,241745.301311565
2535,281733.626158659
2536,234079.695339097
2537,234169.642877886
2538,180035.831992304
2539,192828.131535179
2540,181074.354166727
2541,181116.198297155
2542,154996.290822079
2543,120082.830475758
2544,122730.414090896
2545,134127.753217875
2546,116095.61935053
2547,141018.19875692
2548,177578.53770577
2549,163055.95098317
2550,573287.408387692
2551,171814.309616316
2552,149217.687961215
2553,100995.884176507
2554,102954.202108742
2555,114011.609887427
2556,82321.8706110598
2557,103063.969698467
2558,152396.015177812
2559,158840.693830915
2560,149820.793240534
2561,154167.573219969
2562,153354.59224104
2563,152980.143706889
2564,208299.941728657
2565,135287.995679064
2566,164272.574789008
2567,166379.544756412
2568,231943.35811065
2569,215612.285726161
2570,128976.233772082
2571,213141.996337793
2572,172986.355208871
2573,237230.038758633
2574,327745.912451705
2575,155153.884486605
2576,95315.9564131526
2577,148539.36576497
2578,62739.3547223501
2579,29718.8085595044
2580,105133.039606747
2581,126726.647880548
2582,128328.501444675
2583,281844.32900855
2584,194405.507882225
2585,183749.344256522
2586,221370.162649202
2587,215424.822542651
2588,151951.402810017
2589,151714.365455238
2590,203241.007009948
2591,237696.30128342
2592,219570.757479465
2593,261299.906821173
2594,183893.204141195
2595,207583.201281184
2596,271833.142368573
2597,171369.086986905
2598,267212.567575952
2599,302221.446366528
2600,165504.936700521
2601,161722.394803967
2602,82436.5407559833
2603,98194.2783108455
2604,75561.7344368839
2605,74125.707989043
2606,152648.635014669
2607,185094.00410679
2608,207694.909478797
2609,145068.271069192
2610,97756.2390158596
2611,151634.112217207
2612,165883.041706154
2613,112603.639395812
2614,113322.795348779
2615,169005.194152499
2616,144684.573439465
2617,197743.448801553
2618,211265.662738491
2619,199593.856358926
2620,184617.716923607
2621,167083.851644325
2622,167336.640513635
2623,234227.866009386
2624,262904.122075797
2625,310235.054681363
2626,173345.609793862
2627,201182.611968215
2628,390808.066039589
2629,405644.373559108
2630,314069.685295568
2631,395446.171319132
2632,366843.830299455
2633,289293.735023875
2634,356108.827439913
2635,163875.999570456
2636,169631.510396349
2637,178221.958855578
2638,270968.703753274
2639,213227.396865731
2640,152280.667693726
2641,106089.307640406
2642,196243.731351866
2643,116505.568854419
2644,126101.796228335
2645,112682.205262327
2646,107737.313344795
2647,119065.384945323
2648,146723.396419868
2649,144730.788115886
2650,142807.830174934
2651,141210.117729175
2652,377504.726172448
2653,268283.142004684
2654,258519.159516548
2655,344591.960023365
2656,331290.368600855
2657,342706.540632013
2658,308109.644149348
2659,287162.977317047
2660,346774.771165332
2661,318290.51478646
2662,346206.309407955
2663,297457.766347146
2664,293635.621059078
2665,323302.936485355
2666,273923.703486649
2667,163005.684705902
2668,170871.396081687
2669,173331.624164295
2670,264777.330016892
2671,181266.530166007
2672,190991.06063251
2673,218175.832916512
2674,221771.549276713
2675,175534.199287218
2676,198026.655755229
2677,199261.082540538
2678,245710.622974436
2679,284423.00143252
2680,291224.771837981
2681,381003.852887143
2682,314710.21972255
2683,431581.331329195
2684,318007.714750465
2685,344150.797298717
2686,255575.816943899
2687,285177.713487217
2688,232585.025513704
2689,228470.792417942
2690,372651.220539387
2691,208778.0869319
2692,133603.018287291
2693,201506.329662801
2694,135422.311444121
2695,192172.842158518
2696,185331.499246663
2697,179134.095723857
2698,207873.495958128
2699,196731.554408567
2700,165467.407603327
2701,156693.330127832
2702,97227.6024499393
2703,151967.073121072
2704,137789.671511843
2705,103880.061854744
2706,92447.1888180771
2707,101946.930001138
2708,124691.614233003
2709,101616.269892298
2710,117662.543908872
2711,262919.493994568
2712,341848.220098299
2713,199769.296251462
2714,191070.213268044
2715,210181.12223109
2716,189775.348830383
2717,213081.319336556
2718,253867.759606833
2719,137691.504393227
2720,162689.972052926
2721,120382.096594441
2722,153934.493122619
2723,153331.82622448
2724,101405.849320756
2725,126292.549152106
2726,130180.935323076
2727,165935.094233977
2728,188294.703908228
2729,135631.784501546
2730,127202.664513847
2731,117803.836942458
2732,105346.591766003
2733,147809.344240735
2734,107460.784928698
2735,131941.887314498
2736,117760.252339229
2737,112633.417096789
2738,154874.005185512
2739,167432.455752096
2740,123156.634646021
2741,120073.877011732
2742,142859.468424594
2743,140421.999027379
2744,148814.728983877
2745,153261.254741581
2746,124080.54893657
2747,173242.85953745
2748,121856.749082352
2749,110355.580266772
2750,128048.916081827
2751,121646.574180466
2752,214923.226898797
2753,141238.343945537
2754,194442.32955766
2755,140062.144851575
2756,63064.8909202023
2757,50248.5569435104
2758,72231.6544177114
2759,151915.936935301
2760,124328.601819312
2761,135820.236742751
2762,150207.295621072
2763,173309.830609476
2764,172028.550453633
2765,254668.222096435
2766,112168.341201911
2767,79254.3675961577
2768,120403.045303353
2769,121162.861704908
2770,146346.744409995
2771,86504.2370136771
2772,94739.9013509813
2773,146880.526207239
2774,143912.954853842
2775,139532.294640047
2776,158347.285490721
2777,149765.475824247
2778,119084.636372274
2779,155180.347307099
2780,116114.439412072
2781,81512.3225738156
2782,68159.7377696572
2783,70666.8092585182
2784,117354.007401272
2785,139037.351437277
2786,51520.1699116284
2787,132980.006768519
2788,76894.8352756654
2789,182695.989835247
2790,83473.6933200816
2791,106686.562816784
2792,72274.9612458839
2793,149818.715955085
2794,78108.7160752748
2795,116109.552308073
2796,86504.6852921405
2797,210848.793361082
2798,136102.902404213
2799,96746.3185683429
2800,83104.1258667385
2801,117190.103195047
2802,115341.874718376
2803,173337.121061964
2804,140975.527921609
2805,100229.006677203
2806,86465.6049785462
2807,161604.000204209
2808,140062.974298107
2809,121446.52575854
2810,120234.539077164
2811,171981.175558661
2812,156152.660162068
2813,184000.530175745
2814,182263.495325112
2815,105011.382691973
2816,230151.578020838
2817,136995.704763181
2818,120170.251559888
2819,209296.891107679
2820,136552.165021063
2821,89224.7065199778
2822,196227.673375741
2823,292347.765865438
2824,156815.285326876
2825,150642.954255251
2826,122489.943608888
2827,149991.438531471
2828,266688.735293682
2829,225487.446132171
2830,230750.426199331
2831,185406.507256779
2832,232091.499870632
2833,286637.827450132
2834,209942.436677886
2835,206554.143212454
2836,186741.958334499
2837,169919.94888678
2838,129271.314112916
2839,156576.119601876
2840,197745.660572375
2841,208949.618919065
2842,233990.041333629
2843,146585.087769496
2844,188462.330528164
2845,102207.248010387
